id,date,sp,lat,long,d,id_transect,elev,loc,h,w,wr
25935,2013-10-03,Qpy,37.12039,-3.35289,21,A041,1746,SJ,14,161.14140000000003,63.062999999999995
25936,2013-10-03,Qpy,37.12039,-3.35289,13,A041,1746,SJ,10,44.10900000000001,24.166999999999998
25937,2013-10-03,Qpy,37.12039,-3.35289,21,A041,1746,SJ,8,92.08080000000001,63.062999999999995
25938,2013-10-03,Qpy,37.12039,-3.35289,24,A041,1746,SJ,10,150.336,82.368
25943,2013-10-03,Qpy,37.12039,-3.35289,25,A041,1746,SJ,12,195.75,89.37499999999999
25945,2013-10-03,Qpy,37.12039,-3.35289,1,A041,1746,SJ,1.4,0.275,0.143
25946,2013-10-03,Qpy,37.12039,-3.35289,19,A041,1746,SJ,13,122.4873,51.623
25947,2013-10-03,Qpy,37.12039,-3.35289,1,A041,1746,SJ,1.1,0.4085,0.143
25949,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,1,NA,NA
25950,2013-10-03,Qpy,37.12039,-3.35289,24,A041,1746,SJ,9.5,142.81920000000002,82.368
25951,2013-10-03,Qpy,37.12039,-3.35289,37,A041,1746,SJ,16,571.6944000000001,195.767
25952,2013-10-03,Qpy,37.12039,-3.35289,19,A041,1746,SJ,10,94.221,51.623
25953,2013-10-03,Qpy,37.12039,-3.35289,22,A041,1746,SJ,11,138.9564,69.21199999999999
25955,2013-10-03,Qpy,37.12039,-3.35289,21,A041,1746,SJ,13,149.6313,63.062999999999995
25956,2013-10-03,Qpy,37.12039,-3.35289,13,A041,1746,SJ,8,35.287200000000006,24.166999999999998
25957,2013-10-03,Qpy,37.12039,-3.35289,28,A041,1746,SJ,12,245.54880000000003,112.112
25959,2013-10-03,Qpy,37.12039,-3.35289,19,A041,1746,SJ,7,65.9547,51.623
25960,2013-10-03,Qpy,37.12039,-3.35289,31,A041,1746,SJ,14,351.1494,137.423
25898,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.08,NA,NA
25962,2013-10-03,Qpy,37.12039,-3.35289,17,A041,1746,SJ,11,82.9719,41.327
25963,2013-10-03,Qpy,37.12039,-3.35289,32,A041,1746,SJ,17,454.34880000000004,146.432
25967,2013-10-03,Qpy,37.12039,-3.35289,18,A041,1746,SJ,8.5,71.8794,46.331999999999994
25968,2013-10-03,Qpy,37.12039,-3.35289,18,A041,1746,SJ,7,59.1948,46.331999999999994
25969,2013-10-03,Qpy,37.12039,-3.35289,24,A041,1746,SJ,11,165.36960000000002,82.368
25971,2013-10-03,Qpy,37.12039,-3.35289,1,A041,1746,SJ,1,0.453,0.143
25972,2013-10-03,Qpy,37.12039,-3.35289,29,A041,1746,SJ,16,351.20160000000004,120.26299999999999
25975,2013-10-03,Qpy,37.12039,-3.35289,16,A041,1746,SJ,7.5,50.112,36.608
25978,2013-10-03,Qpy,37.12039,-3.35289,13,A041,1746,SJ,5,22.054500000000004,24.166999999999998
25979,2013-10-03,Qpy,37.12039,-3.35289,1,A041,1746,SJ,1.1,0.4085,0.143
25980,2013-10-03,Qpy,37.12039,-3.35289,10,A041,1746,SJ,11,28.710000000000004,14.299999999999999
25983,2013-10-03,Qpy,37.12039,-3.35289,1,A041,1746,SJ,1,0.453,0.143
25986,2013-10-03,Qpy,37.12039,-3.35289,24,A041,1746,SJ,10,150.336,82.368
25988,2013-10-03,Qpy,37.12039,-3.35289,3,A041,1746,SJ,1.2,0.4150104,1.287
25989,2013-10-03,Qpy,37.12039,-3.35289,25,A041,1746,SJ,12,195.75,89.37499999999999
25990,2013-10-03,Qpy,37.12039,-3.35289,25,A041,1746,SJ,14,228.375,89.37499999999999
25991,2013-10-03,Qpy,37.12039,-3.35289,36,A041,1746,SJ,17,575.0352,185.32799999999997
25993,2013-10-03,Qpy,37.12039,-3.35289,27,A041,1746,SJ,8,152.2152,104.24699999999999
25995,2013-10-03,Qpy,37.12039,-3.35289,17,A041,1746,SJ,12,90.51480000000001,41.327
25996,2013-10-03,Qpy,37.12039,-3.35289,17,A041,1746,SJ,14,105.6006,41.327
25997,2013-10-03,Qpy,37.12039,-3.35289,19,A041,1746,SJ,11,103.6431,51.623
25998,2013-10-03,Qpy,37.12039,-3.35289,22,A041,1746,SJ,15,189.48600000000002,69.21199999999999
25999,2013-10-03,Qpy,37.12039,-3.35289,27,A041,1746,SJ,15,285.4035,104.24699999999999
26002,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,1.1,NA,NA
26003,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,1.2,NA,NA
26010,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,1.2,NA,NA
26017,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,1.2,NA,NA
26019,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,1.2,NA,NA
26020,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,1.2,NA,NA
25964,2013-10-03,Qpy,37.12039,-3.35289,1,A041,1746,SJ,0.85,0.51975,0.143
26030,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,1.1,NA,NA
26032,2013-10-03,Qpy,37.12145,-3.35708,40,A036,1720,SJ,17,709.9200000000001,228.79999999999998
26033,2013-10-03,Qpy,37.12145,-3.35708,38,A036,1720,SJ,15,565.326,206.492
26034,2013-10-03,Qpy,37.12145,-3.35708,44,A036,1720,SJ,16,808.4736,276.84799999999996
26035,2013-10-03,Qpy,37.12145,-3.35708,33,A036,1720,SJ,15,426.3435,155.72699999999998
26036,2013-10-03,Qpy,37.12145,-3.35708,3,A036,1720,SJ,1.2,0.4150104,1.287
26037,2013-10-03,Qpy,37.12145,-3.35708,32,A036,1720,SJ,15,400.896,146.432
26038,2013-10-03,Qpy,37.12145,-3.35708,28,A036,1720,SJ,13,266.01120000000003,112.112
26039,2013-10-03,Qpy,37.12145,-3.35708,26,A036,1720,SJ,12,211.72320000000002,96.66799999999999
26040,2013-10-03,Qpy,37.12145,-3.35708,32,A036,1720,SJ,15,400.896,146.432
26042,2013-10-03,Qpy,37.12145,-3.35708,40,A036,1720,SJ,16,668.1600000000001,228.79999999999998
26043,2013-10-03,Qpy,37.12145,-3.35708,22,A036,1720,SJ,11,138.9564,69.21199999999999
26045,2013-10-03,Qpy,37.12145,-3.35708,27,A036,1720,SJ,12.5,237.83625,104.24699999999999
26046,2013-10-03,Qpy,37.12145,-3.35708,18,A036,1720,SJ,10,84.56400000000001,46.331999999999994
26047,2013-10-03,Qpy,37.12145,-3.35708,21,A036,1720,SJ,13,149.6313,63.062999999999995
26048,2013-10-03,Qpy,37.12145,-3.35708,24,A036,1720,SJ,14,210.4704,82.368
26051,2013-10-03,Qpy,37.12145,-3.35708,26,A036,1720,SJ,13,229.36680000000004,96.66799999999999
26052,2013-10-03,Qpy,37.12145,-3.35708,27,A036,1720,SJ,8.5,161.72865000000002,104.24699999999999
26053,2013-10-03,Qpy,37.12145,-3.35708,25,A036,1720,SJ,13,212.0625,89.37499999999999
26054,2013-10-03,Qpy,37.12145,-3.35708,14,A036,1720,SJ,9,46.040400000000005,28.028
26056,2013-10-03,Qpy,37.12145,-3.35708,32,A036,1720,SJ,12,320.71680000000003,146.432
26057,2013-10-03,Qpy,37.12145,-3.35708,36,A036,1720,SJ,15,507.384,185.32799999999997
26058,2013-10-03,Qpy,37.12145,-3.35708,30,A036,1720,SJ,14,328.86,128.7
26049,2013-10-03,Qpy,37.12145,-3.35708,NA,A036,1720,SJ,0.2,NA,NA
26095,2013-10-03,Qpy,37.12103,-3.35877,24,A037,1729,SJ,13.5,202.95360000000002,82.368
26096,2013-10-03,Qpy,37.12103,-3.35877,35,A037,1729,SJ,15,479.58750000000003,175.17499999999998
26098,2013-10-03,Qpy,37.12103,-3.35877,34,A037,1729,SJ,13,392.23080000000004,165.308
26099,2013-10-03,Qpy,37.12103,-3.35877,1,A037,1729,SJ,1.5,0.23050000000000004,0.143
26100,2013-10-03,Qpy,37.12103,-3.35877,20,A037,1729,SJ,8.5,88.74000000000001,57.199999999999996
26101,2013-10-03,Qpy,37.12103,-3.35877,31,A037,1729,SJ,10,250.821,137.423
26103,2013-10-03,Qpy,37.12103,-3.35877,2,A037,1729,SJ,1.3,0.5955976000000001,0.572
26104,2013-10-03,Qpy,37.12103,-3.35877,2,A037,1729,SJ,1.1,0.48796720000000016,0.572
26106,2013-10-03,Qpy,37.12103,-3.35877,1,A037,1729,SJ,1.1,0.4085,0.143
26107,2013-10-03,Qpy,37.12103,-3.35877,2,A037,1729,SJ,1.1,0.48796720000000016,0.572
26108,2013-10-03,Qpy,37.12103,-3.35877,24,A037,1729,SJ,8,120.26880000000001,82.368
26109,2013-10-03,Qpy,37.12103,-3.35877,21,A037,1729,SJ,5.5,63.30555000000001,63.062999999999995
26112,2013-10-03,Qpy,37.12103,-3.35877,1,A037,1729,SJ,1.1,0.4085,0.143
26118,2013-10-03,Qpy,37.12103,-3.35877,NA,A037,1729,SJ,1.1,NA,NA
26119,2013-10-03,Qpy,37.12103,-3.35877,NA,A037,1729,SJ,1.2,NA,NA
26122,2013-10-03,Qpy,37.12275,-3.35969,16,A038,1652,SJ,7,46.7712,36.608
26124,2013-10-03,Qpy,37.12275,-3.35969,25,A038,1652,SJ,10,163.125,89.37499999999999
26125,2013-10-03,Qpy,37.12275,-3.35969,26,A038,1652,SJ,9,158.79240000000001,96.66799999999999
26097,2013-10-03,Qpy,37.12103,-3.35877,1,A037,1729,SJ,0.6,0.631,0.143
26161,2013-10-03,Qpy,37.12275,-3.35969,2,A038,1652,SJ,1.35,0.6225052000000002,0.572
26162,2013-10-03,Qpy,37.12275,-3.35969,2,A038,1652,SJ,1.2,0.5417824,0.572
26163,2013-10-03,Qpy,37.12275,-3.35969,18,A038,1652,SJ,6.5,54.9666,46.331999999999994
26164,2013-10-03,Qpy,37.12275,-3.35969,22,A038,1652,SJ,7,88.4268,69.21199999999999
26165,2013-10-03,Qpy,37.12275,-3.35969,3,A038,1652,SJ,1.5,0.5772630000000001,1.287
26166,2013-10-03,Qpy,37.12275,-3.35969,NA,A038,1652,SJ,1.2,NA,NA
26172,2013-10-03,Qpy,37.12275,-3.35969,NA,A038,1652,SJ,1.2,NA,NA
26176,2013-10-03,Qpy,37.12275,-3.35969,NA,A038,1652,SJ,1.4,NA,NA
26177,2013-10-03,Qpy,37.12352,-3.36041,16,A039,1583,SJ,4.5,30.067200000000003,36.608
26179,2013-10-03,Qpy,37.12352,-3.36041,14,A039,1583,SJ,5.5,28.135800000000003,28.028
26181,2013-10-03,Qpy,37.12352,-3.36041,10,A039,1583,SJ,3,7.830000000000001,14.299999999999999
26182,2013-10-03,Qpy,37.12352,-3.36041,13,A039,1583,SJ,4.5,19.849050000000002,24.166999999999998
26183,2013-10-03,Qpy,37.12352,-3.36041,21,A039,1583,SJ,5.5,63.30555000000001,63.062999999999995
26184,2013-10-03,Qpy,37.12352,-3.36041,23,A039,1583,SJ,7,96.6483,75.64699999999999
26185,2013-10-03,Qpy,37.12352,-3.36041,22,A039,1583,SJ,7.5,94.74300000000001,69.21199999999999
26186,2013-10-03,Qpy,37.12352,-3.36041,5,A039,1583,SJ,2,0.4489,3.5749999999999997
26188,2013-10-03,Qpy,37.12352,-3.36041,19,A039,1583,SJ,8,75.3768,51.623
26191,2013-10-03,Qpy,37.12352,-3.36041,28,A039,1583,SJ,9.5,194.39280000000002,112.112
26192,2013-10-03,Qpy,37.12352,-3.36041,25,A039,1583,SJ,8.5,138.65625,89.37499999999999
26202,2013-10-03,Qpy,37.12352,-3.36041,18,A039,1583,SJ,7,59.1948,46.331999999999994
26203,2013-10-03,Qpy,37.12352,-3.36041,2,A039,1583,SJ,1.4,0.6494128,0.572
26205,2013-10-03,Qpy,37.12352,-3.36041,16,A039,1583,SJ,7,46.7712,36.608
26206,2013-10-03,Qpy,37.12352,-3.36041,18,A039,1583,SJ,7.5,63.423,46.331999999999994
26167,2013-10-03,Qpy,37.12275,-3.35969,NA,A038,1652,SJ,0.7,NA,NA
26228,2013-10-04,Qpy,37.12437,-3.36372,2,A035,1615,SJ,1.58,0.7462801600000001,0.572
26229,2013-10-04,Qpy,37.12437,-3.36372,29,A035,1615,SJ,14,307.30140000000006,120.26299999999999
26231,2013-10-04,Qpy,37.12437,-3.36372,32,A035,1615,SJ,13,347.44320000000005,146.432
26232,2013-10-04,Qpy,37.12437,-3.36372,1,A035,1615,SJ,1.5,0.23050000000000004,0.143
26233,2013-10-04,Qpy,37.12437,-3.36372,1,A035,1615,SJ,1.55,0.20824999999999994,0.143
26234,2013-10-04,Qpy,37.12437,-3.36372,2,A035,1615,SJ,1.6,0.7570432000000001,0.572
26235,2013-10-04,Qpy,37.12437,-3.36372,1,A035,1615,SJ,1.4,0.275,0.143
26236,2013-10-04,Qpy,37.12437,-3.36372,1,A035,1615,SJ,1.5,0.23050000000000004,0.143
26237,2013-10-04,Qpy,37.12437,-3.36372,2,A035,1615,SJ,1.65,0.7839508,0.572
26238,2013-10-04,Qpy,37.12437,-3.36372,4,A035,1615,SJ,1.95,0.6459856000000002,2.288
26239,2013-10-04,Qpy,37.12437,-3.36372,4,A035,1615,SJ,2.1,0.7276768000000002,2.288
26241,2013-10-04,Qpy,37.12437,-3.36372,1,A035,1615,SJ,0.8,0.542,0.143
26297,2013-10-04,Qpy,37.12783,-3.36453,2,A034,1507,SJ,1.8,0.8646736000000002,0.572
26366,2013-10-04,Qpy,37.12726,-3.36543,3,A033,1527,SJ,2.5,1.1181050000000001,1.287
26435,2013-10-04,Qpy,37.1263,-3.36605,9,A032,1571,SJ,8.5,17.96985,11.582999999999998
26436,2013-10-04,Qpy,37.1263,-3.36605,8,A032,1571,SJ,5,8.352,9.152
26437,2013-10-04,Qpy,37.1263,-3.36605,5,A032,1571,SJ,4.5,1.822525,3.5749999999999997
26438,2013-10-04,Qpy,37.1263,-3.36605,6,A032,1571,SJ,4.5,1.563156,5.148
26439,2013-10-04,Qpy,37.1263,-3.36605,9,A032,1571,SJ,6.5,13.74165,11.582999999999998
26440,2013-10-04,Qpy,37.1263,-3.36605,8,A032,1571,SJ,6,10.022400000000001,9.152
26441,2013-10-04,Qpy,37.1263,-3.36605,5,A032,1571,SJ,3.5,1.273075,3.5749999999999997
26442,2013-10-04,Qpy,37.1263,-3.36605,4,A032,1571,SJ,2.5,0.9455200000000001,2.288
26444,2013-10-04,Qpy,37.1263,-3.36605,NA,A032,1571,SJ,1.1,NA,NA
26445,2013-10-04,Qpy,37.1263,-3.36605,NA,A032,1571,SJ,1.2,NA,NA
26446,2013-10-04,Qpy,37.1263,-3.36605,NA,A032,1571,SJ,1,NA,NA
26447,2013-10-04,Qpy,37.1263,-3.36605,NA,A032,1571,SJ,1,NA,NA
26448,2013-10-04,Qpy,37.12479,-3.367,23,A031,1674,SJ,16,220.9104,75.64699999999999
26449,2013-10-04,Qpy,37.12479,-3.367,12,A031,1674,SJ,11,41.342400000000005,20.592
26450,2013-10-04,Qpy,37.12479,-3.367,34,A031,1674,SJ,16,482.7456,165.308
26452,2013-10-04,Qpy,37.12479,-3.367,10,A031,1674,SJ,6,15.660000000000002,14.299999999999999
26454,2013-10-04,Qpy,37.12479,-3.367,24,A031,1674,SJ,12.5,187.92000000000002,82.368
26455,2013-10-04,Qpy,37.12479,-3.367,17,A031,1674,SJ,9,67.8861,41.327
26456,2013-10-04,Qpy,37.12479,-3.367,6,A031,1674,SJ,3.5,1.0077880000000001,5.148
26457,2013-10-04,Qpy,37.12479,-3.367,5,A031,1674,SJ,3,0.9983500000000001,3.5749999999999997
26458,2013-10-04,Qpy,37.12479,-3.367,5,A031,1674,SJ,3.5,1.273075,3.5749999999999997
26459,2013-10-04,Qpy,37.12479,-3.367,7,A031,1674,SJ,4,0.9754480000000001,7.007
26460,2013-10-04,Qpy,37.12479,-3.367,5,A031,1674,SJ,2,0.4489,3.5749999999999997
26461,2013-10-04,Qpy,37.12479,-3.367,21,A031,1674,SJ,9,103.5909,63.062999999999995
26462,2013-10-04,Qpy,37.12479,-3.367,3,A031,1674,SJ,1.5,0.5772630000000001,1.287
26464,2013-10-04,Qpy,37.12479,-3.367,NA,A031,1674,SJ,1.1,NA,NA
26469,2013-10-04,Qpy,37.12479,-3.367,NA,A031,1674,SJ,1.3,NA,NA
26451,2013-10-04,Qpy,37.12479,-3.367,2,A031,1674,SJ,0.9,0.3803368000000001,0.572
23820,2012-09-10,Qpy,36.95995,-3.42277,14,P007,1793,CA,7,35.809200000000004,28.028
23840,2012-09-10,Qpy,36.95995,-3.42277,39,P007,1793,CA,11,436.67910000000006,217.503
24009,2012-09-10,Qpy,36.96268,-3.42251,9,P027,1849,CA,4.3,9.09063,11.582999999999998
24149,2012-09-10,Qpy,36.96516,-3.41995,18,P024,1858,CA,7.5,63.423,46.331999999999994
24157,2012-09-10,Qpy,36.96516,-3.41995,40,P024,1858,CA,11,459.36000000000007,228.79999999999998
24169,2012-09-10,Qpy,36.96665,-3.41711,36,P034,1851,CA,17,575.0352,185.32799999999997
24291,2012-09-10,Qpy,36.95919,-3.42446,63,P038,1789,CA,12,1243.0908,567.567
24350,2012-09-10,Qpy,36.96179,-3.42465,14,P033,1843,CA,5.5,28.135800000000003,28.028
24358,2012-09-10,Qpy,36.96179,-3.42465,16,P033,1843,CA,8.5,56.793600000000005,36.608
24365,2012-09-10,Qpy,36.96179,-3.42465,8,P033,1843,CA,4,6.6816,9.152
24375,2012-11-12,Qpy,36.95964,-3.43111,38,P030,1866,CA,12,452.2608,206.492
24386,2012-11-12,Qpy,36.95964,-3.43111,17,P030,1866,CA,6,45.257400000000004,41.327
24396,2012-11-12,Qpy,36.95964,-3.43111,16,P030,1866,CA,7.5,50.112,36.608
24406,2012-11-12,Qpy,36.95645,-3.43226,31,P035,1796,CA,13,326.0673,137.423
24853,2012-09-10,Qpy,36.96819,-3.41691,33,P023,1868,CA,11,312.6519,155.72699999999998
24890,2012-09-10,Qpy,36.96819,-3.41691,9,P023,1868,CA,4,8.4564,11.582999999999998
24898,2012-09-10,Qpy,36.96819,-3.41691,7,P023,1868,CA,4.5,1.2566289999999998,7.007
24908,2012-09-10,Qpy,36.96819,-3.41691,4,P023,1868,CA,2,0.6732160000000001,2.288
24918,2012-09-10,Qpy,36.96819,-3.41691,7,P023,1868,CA,2.5,0.13190500000000005,7.007
24936,2012-09-10,Qpy,36.96899,-3.41699,3,P026,1892,CA,1.5,0.5772630000000001,1.287
24946,2012-09-10,Qpy,36.96899,-3.41699,4,P026,1892,CA,1.7,0.5098336,2.288
24956,2012-09-10,Qpy,36.96899,-3.41699,9,P026,1892,CA,5.5,11.627550000000001,11.582999999999998
24965,2012-09-10,Qpy,36.96899,-3.41699,14,P026,1892,CA,7,35.809200000000004,28.028
24976,2012-09-10,Qpy,36.96899,-3.41699,11,P026,1892,CA,7.5,23.685750000000002,17.302999999999997
24986,2012-09-10,Qpy,36.96899,-3.41699,4,P026,1892,CA,2.5,0.9455200000000001,2.288
24997,2012-09-10,Qpy,36.96899,-3.41699,13,P026,1892,CA,6.5,28.670850000000005,24.166999999999998
22835,2012-11-12,Qpy,36.95864,-3.43251,12,P028,1845,CA,5.5,20.671200000000002,20.592
22847,2012-11-12,Qpy,36.95864,-3.43251,3,P028,1845,CA,1.68,0.6746145600000001,1.287
22857,2012-11-12,Qpy,36.95864,-3.43251,21,P028,1845,CA,5.5,63.30555000000001,63.062999999999995
22958,2012-11-12,Qpy,36.95785,-3.42999,8,P031,1815,CA,1.82,3.040128,9.152
22968,2012-11-12,Qpy,36.95785,-3.42999,10,P031,1815,CA,3.8,9.918000000000001,14.299999999999999
22978,2012-11-12,Qpy,36.95785,-3.42999,4,P031,1815,CA,1.62,0.4662649600000001,2.288
22989,2012-11-12,Qpy,36.95785,-3.42999,4,P031,1815,CA,1.8,0.5642944000000002,2.288
23183,2012-10-31,Qpy,37.12511,-3.35712,20,A029,1575,SJ,6,62.64000000000001,57.199999999999996
23195,2012-10-31,Qpy,37.12511,-3.35712,44,A029,1575,SJ,12,606.3552,276.84799999999996
23214,2012-10-31,Qpy,37.12276,-3.35775,38,A026,1641,SJ,11,414.5724,206.492
23569,2012-09-10,Qpy,36.96116,-3.42192,40,P037,1806,CA,14,584.6400000000001,228.79999999999998
25065,2012-09-10,Qpy,36.96647,-3.4203,84,P021,1883,CA,12,2209.9392000000003,1009.0079999999999
25084,2012-09-10,Qpy,36.96495,-3.41802,105,P022,1833,CA,18,5179.545,1576.5749999999998
25097,2012-09-10,Qpy,36.96495,-3.41802,40,P022,1833,CA,12,501.12000000000006,228.79999999999998
25866,2013-10-03,Qpy,37.12567,-3.35383,24,A040,1629,SJ,8,120.26880000000001,82.368
25878,2013-10-03,Qpy,37.12567,-3.35383,20,A040,1629,SJ,9,93.96000000000001,57.199999999999996
25890,2013-10-03,Qpy,37.12567,-3.35383,3,A040,1629,SJ,1.4,0.5231787999999999,1.287
25907,2013-10-03,Qpy,37.12567,-3.35383,2,A040,1629,SJ,1.3,0.5955976000000001,0.572
25942,2013-10-03,Qpy,37.12039,-3.35289,NA,A041,1746,SJ,1,NA,NA
25954,2013-10-03,Qpy,37.12039,-3.35289,34,A041,1746,SJ,13,392.23080000000004,165.308
25961,2013-10-03,Qpy,37.12039,-3.35289,22,A041,1746,SJ,15,189.48600000000002,69.21199999999999
25966,2013-10-03,Qpy,37.12039,-3.35289,15,A041,1746,SJ,6.5,38.17125,32.175
25977,2013-10-03,Qpy,37.12039,-3.35289,21,A041,1746,SJ,10,115.10100000000001,63.062999999999995
25987,2013-10-03,Qpy,37.12039,-3.35289,2,A041,1746,SJ,1.1,0.48796720000000016,0.572
26044,2013-10-03,Qpy,37.12145,-3.35708,20,A036,1720,SJ,12,125.28000000000002,57.199999999999996
26055,2013-10-03,Qpy,37.12145,-3.35708,15,A036,1720,SJ,8.5,49.916250000000005,32.175
26146,2013-10-03,Qpy,37.12275,-3.35969,4,A038,1652,SJ,1.5,0.40091200000000005,2.288
26156,2013-10-03,Qpy,37.12275,-3.35969,3,A038,1652,SJ,1,0.30684200000000006,1.287
26160,2013-10-03,Qpy,37.12275,-3.35969,1,A038,1652,SJ,1,0.453,0.143
26180,2013-10-03,Qpy,37.12352,-3.36041,13,A039,1583,SJ,4.5,19.849050000000002,24.166999999999998
26227,2013-10-04,Qpy,37.12437,-3.36372,32,A035,1615,SJ,13,347.44320000000005,146.432
26230,2013-10-04,Qpy,37.12437,-3.36372,28,A035,1615,SJ,13,266.01120000000003,112.112
26240,2013-10-04,Qpy,37.12437,-3.36372,4,A035,1615,SJ,2.5,0.9455200000000001,2.288
26251,2013-10-04,Qpy,37.12437,-3.36372,1,A035,1615,SJ,1,0.453,0.143
26273,2013-10-04,Qpy,37.12783,-3.36453,17,A034,1507,SJ,6.5,49.028850000000006,41.327
26283,2013-10-04,Qpy,37.12783,-3.36453,2,A034,1507,SJ,1.3,0.5955976000000001,0.572
23811,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.17,NA,NA
23825,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.36,NA,NA
23827,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.22,NA,NA
23832,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.15,NA,NA
23841,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.49,NA,NA
23842,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.2,NA,NA
23843,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.11,NA,NA
23844,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.25,NA,NA
23845,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.25,NA,NA
23846,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.4,NA,NA
23848,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.2,NA,NA
23849,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.28,NA,NA
23850,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.78,NA,NA
23851,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.42,NA,NA
23852,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.21,NA,NA
23853,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.28,NA,NA
23855,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.33,NA,NA
23857,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.32,NA,NA
23858,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.33,NA,NA
23859,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.48,NA,NA
23863,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.2,NA,NA
23865,2012-09-10,Qpy,36.95995,-3.42277,NA,P007,1793,CA,0.4,NA,NA
23931,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.3,NA,NA
23932,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.27,NA,NA
23933,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.5,NA,NA
23934,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.15,NA,NA
23935,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.23,NA,NA
23936,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.3,NA,NA
23941,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.08,NA,NA
23942,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.18,NA,NA
23944,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.28,NA,NA
23945,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.32,NA,NA
23946,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.28,NA,NA
23947,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.22,NA,NA
23949,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.25,NA,NA
23950,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.37,NA,NA
23952,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.4,NA,NA
23953,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.4,NA,NA
23954,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.5,NA,NA
23955,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.35,NA,NA
23957,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.2,NA,NA
23958,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.2,NA,NA
23959,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.15,NA,NA
23960,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.36,NA,NA
23962,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.46,NA,NA
23963,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.52,NA,NA
23964,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.41,NA,NA
23965,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.42,NA,NA
23966,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.85,NA,NA
23967,2012-09-10,Qpy,36.96268,-3.42251,2,P027,1849,CA,0.6,0.2188912,0.572
