id,date,sp,lat,long,d,id_transect,elev,loc,h,w,wr
23968,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.3,NA,NA
23970,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.34,NA,NA
23971,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.35,NA,NA
23976,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.2,NA,NA
23977,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.13,NA,NA
23978,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.13,NA,NA
23979,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.13,NA,NA
23980,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.13,NA,NA
23981,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.17,NA,NA
23982,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.17,NA,NA
23983,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.17,NA,NA
23984,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.17,NA,NA
23985,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.18,NA,NA
23986,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.12,NA,NA
23987,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.12,NA,NA
23989,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.38,NA,NA
23991,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.15,NA,NA
23992,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.15,NA,NA
23993,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.15,NA,NA
23994,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.33,NA,NA
23995,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.4,NA,NA
23996,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.25,NA,NA
23997,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.15,NA,NA
23999,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.18,NA,NA
24000,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.21,NA,NA
24001,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.12,NA,NA
24002,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.25,NA,NA
24003,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.27,NA,NA
24004,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.34,NA,NA
24005,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.32,NA,NA
24006,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.33,NA,NA
24007,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.22,NA,NA
24008,2012-09-10,Qpy,36.96268,-3.42251,NA,P027,1849,CA,0.22,NA,NA
24121,2012-09-10,Qpy,36.96516,-3.41995,3,P024,1858,CA,0.33,-0.05552213999999998,1.287
24122,2012-09-10,Qpy,36.96516,-3.41995,NA,P024,1858,CA,0.2,NA,NA
24125,2012-09-10,Qpy,36.96516,-3.41995,NA,P024,1858,CA,0.17,NA,NA
24127,2012-09-10,Qpy,36.96516,-3.41995,NA,P024,1858,CA,0.47,NA,NA
24128,2012-09-10,Qpy,36.96516,-3.41995,NA,P024,1858,CA,0.36,NA,NA
24129,2012-09-10,Qpy,36.96516,-3.41995,NA,P024,1858,CA,0.7,NA,NA
24131,2012-09-10,Qpy,36.96516,-3.41995,NA,P024,1858,CA,0.78,NA,NA
24132,2012-09-10,Qpy,36.96516,-3.41995,NA,P024,1858,CA,0.35,NA,NA
24133,2012-09-10,Qpy,36.96516,-3.41995,NA,P024,1858,CA,0.29,NA,NA
24135,2012-09-10,Qpy,36.96516,-3.41995,NA,P024,1858,CA,0.2,NA,NA
24136,2012-09-10,Qpy,36.96516,-3.41995,NA,P024,1858,CA,0.25,NA,NA
24137,2012-09-10,Qpy,36.96516,-3.41995,NA,P024,1858,CA,0.26,NA,NA
24138,2012-09-10,Qpy,36.96516,-3.41995,NA,P024,1858,CA,0.26,NA,NA
24139,2012-09-10,Qpy,36.96516,-3.41995,NA,P024,1858,CA,0.22,NA,NA
24140,2012-09-10,Qpy,36.96516,-3.41995,NA,P024,1858,CA,0.12,NA,NA
24142,2012-09-10,Qpy,36.96516,-3.41995,NA,P024,1858,CA,0.2,NA,NA
24145,2012-09-10,Qpy,36.96516,-3.41995,NA,P024,1858,CA,0.4,NA,NA
24153,2012-09-10,Qpy,36.96516,-3.41995,NA,P024,1858,CA,0.34,NA,NA
24154,2012-09-10,Qpy,36.96516,-3.41995,NA,P024,1858,CA,0.38,NA,NA
24155,2012-09-10,Qpy,36.96516,-3.41995,3,P024,1858,CA,0.6,0.09050520000000001,1.287
24156,2012-09-10,Qpy,36.96516,-3.41995,NA,P024,1858,CA,0.26,NA,NA
24159,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.25,NA,NA
24162,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.3,NA,NA
24165,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.12,NA,NA
24166,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.21,NA,NA
24167,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.06,NA,NA
24168,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.38,NA,NA
24170,2012-09-10,Qpy,36.96665,-3.41711,2,P034,1851,CA,0.9,0.3803368000000001,0.572
24171,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.3,NA,NA
24172,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.33,NA,NA
24173,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.12,NA,NA
24174,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.46,NA,NA
24175,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.42,NA,NA
24177,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.31,NA,NA
24178,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.35,NA,NA
24180,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.31,NA,NA
24181,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.18,NA,NA
24182,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.42,NA,NA
24184,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.18,NA,NA
24185,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.16,NA,NA
24188,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.07,NA,NA
24190,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.14,NA,NA
24191,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.14,NA,NA
24193,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.12,NA,NA
24194,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.16,NA,NA
24195,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.43,NA,NA
24199,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.11,NA,NA
24205,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.4,NA,NA
24207,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.17,NA,NA
24208,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.23,NA,NA
24209,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.18,NA,NA
24210,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.25,NA,NA
24211,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.3,NA,NA
24214,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.6,NA,NA
24216,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.6,NA,NA
24217,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.3,NA,NA
24218,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.25,NA,NA
24219,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.3,NA,NA
24220,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.15,NA,NA
24221,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.46,NA,NA
24222,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.46,NA,NA
24223,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.46,NA,NA
24239,2012-09-10,Qpy,36.96665,-3.41711,NA,P034,1851,CA,0.22,NA,NA
24267,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.37,NA,NA
24268,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.31,NA,NA
24270,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.23,NA,NA
24271,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.32,NA,NA
24272,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.13,NA,NA
24273,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.58,NA,NA
24274,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.5,NA,NA
24275,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.45,NA,NA
24276,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.3,NA,NA
24277,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.45,NA,NA
24280,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.7,NA,NA
24281,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.52,NA,NA
24282,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.39,NA,NA
24283,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.42,NA,NA
24285,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.13,NA,NA
24287,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.22,NA,NA
24288,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.15,NA,NA
24289,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.23,NA,NA
24290,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.17,NA,NA
24295,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.53,NA,NA
24296,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.33,NA,NA
24297,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.22,NA,NA
24298,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.54,NA,NA
24299,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.2,NA,NA
24300,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.13,NA,NA
24301,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.13,NA,NA
24302,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.4,NA,NA
24303,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.5,NA,NA
24305,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.42,NA,NA
24306,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.4,NA,NA
24307,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.33,NA,NA
24309,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.45,NA,NA
24310,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.63,NA,NA
24314,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.15,NA,NA
24316,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.2,NA,NA
24317,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.62,NA,NA
24318,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.42,NA,NA
24319,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.85,NA,NA
24320,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.8,NA,NA
24321,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.3,NA,NA
24322,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.1,NA,NA
24323,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.36,NA,NA
24324,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.16,NA,NA
24325,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.54,NA,NA
24326,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.23,NA,NA
24327,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.54,NA,NA
24328,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.2,NA,NA
24329,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.2,NA,NA
24330,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.2,NA,NA
24331,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.4,NA,NA
24332,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.45,NA,NA
24333,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.27,NA,NA
24334,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.47,NA,NA
24335,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.32,NA,NA
24337,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.28,NA,NA
24338,2012-09-10,Qpy,36.95919,-3.42446,NA,P038,1789,CA,0.12,NA,NA
24348,2012-09-10,Qpy,36.96179,-3.42465,NA,P033,1843,CA,0.57,NA,NA
24846,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.44,NA,NA
24847,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.07,NA,NA
24848,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.33,NA,NA
24850,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.8,NA,NA
24851,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.25,NA,NA
24855,2012-09-10,Qpy,36.96819,-3.41691,3,P023,1868,CA,0.55,0.06346310000000008,1.287
24859,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.11,NA,NA
24860,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.15,NA,NA
24861,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.8,NA,NA
24863,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.3,NA,NA
24864,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.3,NA,NA
24870,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.5,NA,NA
24871,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.08,NA,NA
24872,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.11,NA,NA
24876,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.55,NA,NA
24883,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.07,NA,NA
24886,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.4,NA,NA
24887,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.12,NA,NA
24888,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.4,NA,NA
24919,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.58,NA,NA
24920,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.4,NA,NA
24921,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.6,NA,NA
24922,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.75,NA,NA
24923,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.35,NA,NA
24927,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.3,NA,NA
24928,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.55,NA,NA
24929,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.85,NA,NA
24931,2012-09-10,Qpy,36.96819,-3.41691,NA,P023,1868,CA,0.55,NA,NA
24994,2012-09-10,Qpy,36.96899,-3.41699,NA,P026,1892,CA,0.8,NA,NA
25003,2012-09-10,Qpy,36.96899,-3.41699,NA,P026,1892,CA,0.84,NA,NA
25004,2012-09-10,Qpy,36.96899,-3.41699,NA,P026,1892,CA,0.45,NA,NA
25005,2012-09-10,Qpy,36.96899,-3.41699,NA,P026,1892,CA,0.45,NA,NA
25007,2012-09-10,Qpy,36.96899,-3.41699,NA,P026,1892,CA,0.32,NA,NA
25008,2012-09-10,Qpy,36.96899,-3.41699,NA,P026,1892,CA,0.48,NA,NA
25010,2012-09-10,Qpy,36.96899,-3.41699,NA,P026,1892,CA,0.24,NA,NA
25012,2012-09-10,Qpy,36.96899,-3.41699,NA,P026,1892,CA,0.21,NA,NA
25013,2012-09-10,Qpy,36.96899,-3.41699,NA,P026,1892,CA,0.29,NA,NA
25027,2012-09-10,Qpy,36.96899,-3.41699,NA,P026,1892,CA,0.75,NA,NA
25037,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.25,NA,NA
25038,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.16,NA,NA
25039,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.7,NA,NA
25041,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.08,NA,NA
25044,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.95,NA,NA
25047,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.38,NA,NA
25048,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.58,NA,NA
25049,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.33,NA,NA
25051,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.5,NA,NA
25052,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.37,NA,NA
25053,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.55,NA,NA
25054,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.24,NA,NA
25056,2012-09-10,Qpy,36.96647,-3.4203,3,P021,1883,CA,0.9,0.2527578000000001,1.287
25057,2012-09-10,Qpy,36.96647,-3.4203,3,P021,1883,CA,0.9,0.2527578000000001,1.287
25059,2012-09-10,Qpy,36.96647,-3.4203,2,P021,1883,CA,0.8,0.3265216000000001,0.572
25060,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.24,NA,NA
22838,2012-11-12,Qpy,36.95864,-3.43251,NA,P028,1845,CA,0.33,NA,NA
23181,2012-10-31,Qpy,37.12511,-3.35712,NA,A029,1575,SJ,0.23,NA,NA
23188,2012-10-31,Qpy,37.12511,-3.35712,3,A029,1575,SJ,0.8,0.1986736000000001,1.287
23191,2012-10-31,Qpy,37.12511,-3.35712,3,A029,1575,SJ,0.99,0.30143358000000003,1.287
23193,2012-10-31,Qpy,37.12511,-3.35712,4,A029,1575,SJ,0.88,0.06325504000000007,2.288
23194,2012-10-31,Qpy,37.12511,-3.35712,1,A029,1575,SJ,0.44,0.7022,0.143
23196,2012-10-31,Qpy,37.12511,-3.35712,NA,A029,1575,SJ,0.7,NA,NA
23197,2012-10-31,Qpy,37.12511,-3.35712,2,A029,1575,SJ,NA,NA,0.572
23198,2012-10-31,Qpy,37.12511,-3.35712,2,A029,1575,SJ,0.7,0.2727064,0.572
23201,2012-10-31,Qpy,37.12511,-3.35712,3,A029,1575,SJ,NA,NA,1.287
23202,2012-10-31,Qpy,37.12511,-3.35712,1.3,A029,1575,SJ,0.4,0.9894,0.24167
23203,2012-10-31,Qpy,37.12511,-3.35712,1.8,A029,1575,SJ,0.5,1.3939000000000001,0.46332
23205,2012-10-31,Qpy,37.12511,-3.35712,NA,A029,1575,SJ,0.6,NA,NA
23544,2012-09-10,Qpy,36.96116,-3.42192,NA,P037,1806,CA,0.47,NA,NA
23545,2012-09-10,Qpy,36.96116,-3.42192,NA,P037,1806,CA,0.12,NA,NA
23546,2012-09-10,Qpy,36.96116,-3.42192,NA,P037,1806,CA,0.18,NA,NA
23547,2012-09-10,Qpy,36.96116,-3.42192,3,P037,1806,CA,0.92,0.2635746400000001,1.287
23549,2012-09-10,Qpy,36.96116,-3.42192,NA,P037,1806,CA,0.48,NA,NA
23551,2012-09-10,Qpy,36.96116,-3.42192,NA,P037,1806,CA,0.28,NA,NA
23553,2012-09-10,Qpy,36.96116,-3.42192,NA,P037,1806,CA,0.2,NA,NA
23555,2012-09-10,Qpy,36.96116,-3.42192,NA,P037,1806,CA,0.17,NA,NA
23557,2012-09-10,Qpy,36.96116,-3.42192,NA,P037,1806,CA,0.46,NA,NA
23558,2012-09-10,Qpy,36.96116,-3.42192,NA,P037,1806,CA,0.34,NA,NA
23559,2012-09-10,Qpy,36.96116,-3.42192,NA,P037,1806,CA,0.3,NA,NA
23560,2012-09-10,Qpy,36.96116,-3.42192,NA,P037,1806,CA,0.22,NA,NA
23561,2012-09-10,Qpy,36.96116,-3.42192,NA,P037,1806,CA,0.15,NA,NA
23562,2012-09-10,Qpy,36.96116,-3.42192,NA,P037,1806,CA,0.26,NA,NA
23563,2012-09-10,Qpy,36.96116,-3.42192,NA,P037,1806,CA,0.42,NA,NA
23565,2012-09-10,Qpy,36.96116,-3.42192,NA,P037,1806,CA,0.25,NA,NA
23570,2012-09-10,Qpy,36.96116,-3.42192,NA,P037,1806,CA,0.15,NA,NA
25093,2012-09-10,Qpy,36.96495,-3.41802,NA,P022,1833,CA,0.6,NA,NA
25061,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.15,NA,NA
25064,2012-09-10,Qpy,36.96647,-3.4203,2,P021,1883,CA,0.67,0.2565618400000001,0.572
25067,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.36,NA,NA
25068,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.19,NA,NA
25071,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.18,NA,NA
25072,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.2,NA,NA
25073,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.15,NA,NA
25074,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.13,NA,NA
25075,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.18,NA,NA
25077,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.75,NA,NA
25079,2012-09-10,Qpy,36.96647,-3.4203,NA,P021,1883,CA,0.24,NA,NA
25085,2012-09-10,Qpy,36.96495,-3.41802,NA,P022,1833,CA,0.7,NA,NA
25086,2012-09-10,Qpy,36.96495,-3.41802,NA,P022,1833,CA,0.29,NA,NA
25088,2012-09-10,Qpy,36.96495,-3.41802,NA,P022,1833,CA,0.28,NA,NA
25089,2012-09-10,Qpy,36.96495,-3.41802,NA,P022,1833,CA,0.68,NA,NA
25095,2012-09-10,Qpy,36.96495,-3.41802,1,P022,1833,CA,0.43,0.70665,0.143
25657,2012-11-08,Qpy,37.12559,-3.36589,NA,A024,1629,SJ,0.9,NA,NA
25691,2012-10-31,Qpy,37.12443,-3.35696,NA,A028,1604,SJ,0.5,NA,NA
25692,2012-10-31,Qpy,37.12443,-3.35696,2,A028,1604,SJ,0.57,0.20274664000000003,0.572
25693,2012-10-31,Qpy,37.12443,-3.35696,1,A028,1604,SJ,0.6,0.631,0.143
25707,2012-10-31,Qpy,37.12358,-3.35758,1,A027,1613,SJ,0.67,0.59985,0.143
25715,2012-10-31,Qpy,37.12358,-3.35758,1.3,A027,1613,SJ,0.8,0.8113999999999999,0.24167
25722,2012-10-31,Qpy,37.12358,-3.35758,NA,A027,1613,SJ,0.3,NA,NA
25729,2012-10-31,Qpy,37.12358,-3.35758,2.5,A027,1613,SJ,0.78,0.25820275000000004,0.8937499999999999
25730,2012-10-31,Qpy,37.12358,-3.35758,1,A027,1613,SJ,0.49,0.67995,0.143
25732,2012-10-31,Qpy,37.12358,-3.35758,2.5,A027,1613,SJ,0.47,0.09100037499999997,0.8937499999999999
25733,2012-10-31,Qpy,37.12358,-3.35758,2.5,A027,1613,SJ,0.48,0.09639400000000001,0.8937499999999999
25734,2012-10-31,Qpy,37.12358,-3.35758,2.5,A027,1613,SJ,0.5,0.10718125,0.8937499999999999
25735,2012-10-31,Qpy,37.12358,-3.35758,1,A027,1613,SJ,0.6,0.631,0.143
25741,2012-10-31,Qpy,37.12358,-3.35758,1.3,A027,1613,SJ,0.6,0.9004,0.24167
25742,2012-10-31,Qpy,37.12358,-3.35758,2,A027,1613,SJ,0.52,0.17583904000000003,0.572
25870,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.3,NA,NA
25871,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.48,NA,NA
25875,2013-10-03,Qpy,37.12567,-3.35383,0,A040,1629,SJ,0.45,-0.20025,0
25880,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.4,NA,NA
25881,2013-10-03,Qpy,37.12567,-3.35383,1,A040,1629,SJ,0.9,0.4975,0.143
25882,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.5,NA,NA
25887,2013-10-03,Qpy,37.12567,-3.35383,2,A040,1629,SJ,0.8,0.3265216000000001,0.572
25891,2013-10-03,Qpy,37.12567,-3.35383,1,A040,1629,SJ,0.9,0.4975,0.143
25893,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.2,NA,NA
25894,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.16,NA,NA
25900,2013-10-03,Qpy,37.12567,-3.35383,1,A040,1629,SJ,0.7,0.5865,0.143
25904,2013-10-03,Qpy,37.12567,-3.35383,1,A040,1629,SJ,0.8,0.542,0.143
25908,2013-10-03,Qpy,37.12567,-3.35383,2,A040,1629,SJ,0.8,0.3265216000000001,0.572
25909,2013-10-03,Qpy,37.12567,-3.35383,1,A040,1629,SJ,0.5,0.6755,0.143
25910,2013-10-03,Qpy,37.12567,-3.35383,NA,A040,1629,SJ,0.5,NA,NA
25911,2013-10-03,Qpy,37.12567,-3.35383,2,A040,1629,SJ,0.7,0.2727064,0.572
