"INDICATIVO";"A.O";"MES";"NOMBRE";"ALTITUD";"C_X";"C_Y";"NOM_PROV";"T_MAX";"D1MAX";"D2MAX";"T_MIN";"D1MIN";"D2MIN";"TM_MAX";"TM_MIN";"TM_MES"
"3108E";1990;12;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";230;5;NA;-60;22;NA;119;-13;53
"3108E";1991;1;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";140;22;NA;-60;17;NA;75;-13;31
"3108E";1991;2;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";100;15;99;-60;13;99;74;-19;28
"3108E";1991;3;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";200;20;NA;0;1;99;102;26;64
"3108E";1991;4;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";200;11;NA;-30;21;NA;129;19;74
"3108E";1991;5;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";250;24;31;-10;6;NA;176;42;109
"3108E";1991;6;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";280;29;NA;1;8;NA;198;105;151
"3108E";1991;7;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";340;12;99;90;6;NA;284;147;216
"3108E";1991;8;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";360;15;NA;100;8;99;306;154;230
"3108E";1991;9;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";290;15;99;60;27;29;230;111;170
"3108E";1991;10;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";230;3;6;-10;20;22;141;54;97
"3108E";1991;11;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";170;8;NA;-40;23;NA;98;24;61
"3108E";1991;12;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";170;23;NA;-30;31;NA;76;14;45
"3108E";1992;1;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";110;17;20;-90;23;NA;63;-36;14
"3108E";1992;2;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";170;7;22;-70;21;22;107;-16;45
"3108E";1992;3;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";230;21;NA;-40;25;30;122;16;69
"3108E";1992;4;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";240;21;NA;-20;1;7;154;34;94
"3108E";1992;5;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";270;15;NA;10;3;4;195;77;136
"3108E";1992;6;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";280;28;NA;40;7;99;185;78;132
"3108E";1992;7;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";340;13;99;70;2;7;286;129;207
"3108E";1992;8;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";340;5;99;80;30;NA;283;136;210
"3108E";1992;9;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";300;14;NA;50;27;NA;239;100;169
"3108E";1992;10;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";230;1;2;10;31;NA;136;53;95
"3108E";1992;11;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";200;7;NA;10;1;99;145;37;91
"3108E";1992;12;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";150;2;NA;-60;31;NA;86;3;45
"3108E";1993;1;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";160;24;NA;-70;3;NA;106;-25;40
"3108E";1993;2;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";150;20;NA;-70;25;27;84;-19;32
"3108E";1993;3;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";210;18;NA;-90;2;NA;120;5;62
"3108E";1993;4;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";240;8;NA;-20;14;NA;134;24;79
"3108E";1993;5;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";240;31;NA;40;1;99;155;63;109
"3108E";1993;6;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";300;17;NA;50;12;NA;233;98;166
"3108E";1993;7;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";360;29;NA;60;4;NA;283;119;201
"3108E";1993;8;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";365;19;NA;30;29;NA;278;123;201
"3108E";1993;9;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";300;2;NA;20;15;99;205;76;140
"3108E";1993;10;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";200;4;NA;-20;24;NA;119;33;76
"3108E";1993;12;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";160;2;99;-40;23;NA;117;5;61
"3108E";1994;1;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";165;29;NA;-75;19;NA;96;-13;42
"3108E";1994;2;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";160;3;99;-50;8;NA;116;-10;53
"3108E";1994;3;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";245;16;NA;0;22;23;185;33;109
"3108E";1994;4;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";280;29;NA;-40;15;NA;143;16;79
"3108E";1994;5;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";280;31;NA;0;11;NA;181;64;123
"3108E";1994;6;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";340;29;NA;40;12;13;253;102;177
"3108E";1994;7;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";350;11;20;110;7;NA;320;151;236
"3108E";1994;8;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";345;18;27;120;11;13;304;146;225
"3108E";1994;9;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";290;6;7;15;22;NA;206;84;145
"3108E";1994;10;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";230;3;13;10;29;NA;169;74;122
"3108E";1994;11;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";205;19;NA;0;6;NA;145;43;94
"3108E";1994;12;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";195;13;NA;-70;25;26;98;0;49
"3108E";1995;1;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";160;14;NA;-50;3;13;92;5;49
"3108E";1995;2;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";200;5;NA;-50;28;NA;125;14;70
"3108E";1995;3;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";210;26;NA;-30;1;99;141;14;78
"3108E";1995;4;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";240;11;NA;-30;23;NA;173;34;104
"3108E";1995;5;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";230;20;99;20;12;13;205;73;140
"3108E";1995;6;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";300;18;NA;90;10;NA;228;136;182
"3108E";1995;7;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";360;20;99;65;5;NA;287;144;215
"3108E";1995;8;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";330;12;NA;90;29;NA;278;138;208
"3108E";1995;9;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";290;2;NA;40;27;NA;201;102;151
"3108E";1995;10;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";270;1;NA;40;30;NA;195;85;140
"3108E";1995;11;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";230;8;NA;5;28;NA;127;54;91
"3108E";1995;12;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";150;24;NA;-30;14;15;85;24;54
"3108E";1996;1;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";130;3;NA;-30;29;NA;71;13;42
"3108E";1996;2;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";200;17;NA;-50;20;99;84;-10;37
"3108E";1996;3;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";205;23;NA;-40;4;99;120;8;64
"3108E";1996;4;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";225;15;NA;-20;3;NA;159;35;97
"3108E";1996;5;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";290;30;NA;0;3;13;174;60;117
"3108E";1996;6;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";320;15;29;40;4;NA;255;102;178
"3108E";1996;7;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";350;20;NA;50;8;NA;288;128;208
"3108E";1996;8;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";320;1;NA;80;25;31;277;120;199
"3108E";1996;9;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";300;29;NA;55;23;NA;218;88;153
"3108E";1996;10;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";245;4;22;10;31;NA;189;57;123
"3108E";1996;11;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";240;2;NA;-50;16;NA;120;30;75
"3108E";1996;12;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";140;1;NA;-40;27;99;77;16;46
"3108E";1997;1;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";165;13;NA;-100;5;NA;62;-12;25
"3108E";1997;2;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";200;27;28;-30;4;99;138;14;76
"3108E";1997;3;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";240;18;NA;0;10;21;197;36;117
"3108E";1997;4;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";260;30;NA;10;4;NA;189;53;121
"3108E";1997;5;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";250;29;NA;10;8;NA;180;75;128
"3108E";1997;6;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";260;9;14;60;28;NA;207;98;152
"3108E";1997;7;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";320;29;NA;50;6;NA;259;124;192
"3108E";1997;8;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";330;14;99;60;29;NA;275;137;206
"3108E";1997;9;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";310;5;11;90;25;NA;253;124;188
"3108E";1997;10;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";270;4;5;20;15;NA;203;87;145
"3108E";1997;11;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";160;15;16;0;22;NA;101;40;70
"3108E";1997;12;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";150;10;NA;-40;4;99;84;7;45
"3108E";1998;1;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";160;20;21;-40;26;27;82;8;45
"3108E";1998;2;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";210;14;15;-20;6;99;138;15;77
"3108E";1998;3;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";220;20;21;-20;15;NA;165;34;100
"3108E";1998;4;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";240;24;NA;-20;11;12;117;29;73
"3108E";1998;5;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";280;24;NA;0;4;NA;180;64;122
"3108E";1998;6;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";330;30;NA;50;12;NA;259;111;185
"3108E";1998;7;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";350;23;99;100;2;NA;309;143;226
"3108E";1998;8;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";390;18;NA;70;3;NA;319;138;229
"3108E";1998;9;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";310;9;NA;60;27;NA;234;105;170
"3108E";1998;10;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";290;13;NA;10;10;99;181;49;115
"3108E";1998;11;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";200;1;NA;-20;22;24;124;28;76
"3108E";1999;1;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";150;6;NA;-90;12;NA;87;-15;36
"3108E";1999;2;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";190;19;20;-90;14;NA;112;1;56
"3108E";1999;3;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";200;21;30;-10;4;99;131;16;73
"3108E";1999;4;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";310;5;NA;-10;16;NA;158;38;98
"3108E";1999;5;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";280;25;NA;40;19;20;200;83;141
"3108E";1999;6;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";330;30;NA;60;4;NA;261;111;186
"3108E";1999;7;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";350;1;99;100;7;NA;304;143;223
"3108E";1999;8;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";350;15;24;90;8;NA;294;139;216
"3108E";1999;9;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";290;1;99;70;18;27;223;105;164
"3108E";1999;10;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";240;1;NA;20;25;26;165;67;116
"3108E";1999;11;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";205;8;NA;-40;27;28;105;7;56
"3108E";1999;12;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";160;1;NA;-80;30;31;102;-6;48
"3108E";2000;1;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";190;31;NA;-80;13;25;95;-40;28
"3108E";2000;2;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";200;3;99;-10;6;NA;158;22;90
"3108E";2000;3;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";230;9;10;-30;28;NA;154;20;87
"3108E";2000;4;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";175;7;NA;-20;6;NA;117;24;70
"3108E";2000;5;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";300;31;NA;40;1;NA;202;82;142
"3108E";2000;6;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";380;17;NA;50;10;NA;273;112;192
"3108E";2000;7;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";360;31;NA;50;12;NA;284;122;203
"3108E";2000;8;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";350;15;16;70;4;99;291;123;207
"3108E";2000;9;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";330;7;NA;40;20;21;257;104;180
"3108E";2000;10;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";260;4;NA;20;30;NA;183;55;119
"3108E";2000;11;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";170;28;NA;-30;10;NA;96;20;58
"3108E";2000;12;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";120;11;12;-40;16;17;81;10;46
"3108E";2001;1;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";140;5;NA;-30;21;NA;77;6;42
"3108E";2001;2;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";195;12;NA;-60;26;NA;109;5;57
"3108E";2001;3;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";200;23;31;-20;1;NA;136;43;90
"3108E";2001;4;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";220;15;NA;-25;20;NA;165;31;98
"3108E";2001;5;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";320;28;99;0;1;2;193;67;130
"3108E";2001;6;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";360;21;NA;40;11;NA;281;117;199
"3108E";2001;7;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";360;31;NA;70;19;NA;281;130;206
"3108E";2001;8;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";350;23;NA;105;27;NA;293;139;216
"3108E";2001;9;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";310;16;NA;40;18;NA;244;96;170
"3108E";2001;11;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";200;1;NA;-40;11;NA;116;5;61
"3108E";2001;12;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";180;5;NA;-110;15;25;93;-39;27
"3108E";2002;1;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";180;29;NA;-30;7;99;93;0;46
"3108E";2002;2;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";200;13;NA;-40;17;NA;124;-4;60
"3108E";2002;3;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";260;23;NA;-30;3;NA;137;22;79
"3108E";2002;4;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";270;25;NA;-20;5;14;168;34;101
"3108E";2002;5;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";290;25;NA;0;6;NA;178;59;118
"3108E";2002;6;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";340;22;NA;50;8;9;258;124;191
"3108E";2002;7;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";330;26;99;70;15;NA;281;135;208
"3108E";2002;8;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";330;13;NA;90;1;99;271;125;198
"3108E";2002;9;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";280;1;NA;20;24;99;223;92;158
"3108E";2002;10;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";250;1;NA;10;18;19;181;56;119
"3108E";2002;11;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";190;10;NA;-30;27;NA;106;21;64
"3108E";2002;12;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";150;25;NA;-30;8;99;97;19;58
"3108E";2003;1;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";160;27;NA;-70;13;NA;79;-6;37
"3108E";2003;2;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";140;10;NA;-80;18;NA;89;-12;39
"3108E";2003;3;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";230;12;99;-20;20;NA;155;25;90
"3108E";2003;4;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";220;28;NA;-20;5;NA;158;36;97
"3108E";2003;5;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";280;22;99;20;1;99;211;60;136
"3108E";2003;6;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";320;13;99;80;6;NA;279;133;206
"3108E";2003;7;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";360;10;NA;100;16;17;290;137;214
"3108E";2003;8;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";360;12;NA;110;17;30;301;149;225
"3108E";2003;9;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";340;20;NA;60;10;NA;250;104;177
"3108E";2003;10;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";240;10;NA;-20;24;NA;151;55;103
"3108E";2003;11;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";200;7;20;-20;11;99;116;27;71
"3108E";2003;12;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";200;13;NA;-40;4;23;91;5;48
"3108E";2004;1;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";180;6;NA;-60;29;30;98;13;55
"3108E";2004;2;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";190;5;NA;-60;19;NA;108;-6;51
"3108E";2004;3;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";210;20;NA;-90;2;NA;102;10;56
"3108E";2004;4;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";250;25;NA;-30;9;14;142;26;84
"3108E";2004;5;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";260;31;NA;-5;2;NA;156;57;107
"3108E";2004;6;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";340;28;NA;60;15;NA;264;121;192
"3108E";2004;7;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";350;24;NA;60;9;NA;291;132;211
"3108E";2004;8;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";320;1;NA;80;21;22;269;125;197
"3108E";2004;9;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";310;23;NA;70;16;99;266;105;185
"3108E";2004;10;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";280;2;4;20;28;NA;160;69;115
"3108E";2004;11;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";200;20;NA;-15;19;NA;127;18;72
"3108E";2004;12;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";170;31;NA;-40;22;27;84;5;45
"3108E";2005;1;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";180;1;21;-90;27;28;103;-19;42
"3108E";2005;2;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";140;12;NA;-90;26;NA;63;-32;16
"3108E";2005;3;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";200;31;NA;-130;1;NA;122;10;66
"3108E";2005;4;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";250;28;29;-40;10;NA;145;38;92
"3108E";2005;5;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";290;6;25;20;6;NA;207;86;146
"3108E";2005;6;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";320;8;17;90;22;NA;270;130;200
"3108E";2005;7;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";340;20;21;110;10;31;301;144;222
"3108E";2005;8;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";360;6;NA;70;22;NA;294;134;214
"3108E";2005;9;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";310;3;4;15;19;NA;245;91;168
"3108E";2005;10;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";280;1;NA;30;3;99;175;59;117
"3108E";2005;12;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";150;11;NA;-60;16;NA;85;-10;38
"3108E";2006;1;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";170;19;NA;-80;29;NA;70;-18;26
"3108E";2006;2;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";190;13;NA;-70;28;NA;98;-14;42
"3108E";2006;3;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";205;13;NA;-60;1;NA;113;29;71
"3108E";2006;4;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";250;25;NA;-10;11;12;168;42;105
"3108E";2006;5;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";300;25;NA;30;24;NA;209;87;148
"3108E";2006;6;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";310;23;NA;30;1;NA;259;119;189
"3108E";2006;7;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";340;9;10;110;7;8;299;151;225
"3108E";2006;8;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";330;1;30;70;13;18;287;123;205
"3108E";2006;9;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";360;4;NA;60;24;NA;243;111;177
"3108E";2006;10;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";280;29;NA;30;13;99;183;76;130
"3108E";2006;11;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";210;1;13;-10;30;NA;126;51;88
"3108E";2006;12;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";160;14;NA;-60;23;NA;87;-5;41
"3108E";2007;1;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";210;12;NA;-100;27;NA;103;-5;49
"3108E";2007;2;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";170;27;NA;-30;2;NA;91;23;57
"3108E";2007;3;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";170;3;11;-40;22;NA;112;15;63
"3108E";2007;4;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";230;23;NA;-30;5;NA;142;42;92
"3108E";2007;5;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";280;18;NA;20;1;NA;170;71;121
"3108E";2007;6;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";280;29;30;70;4;99;215;99;157
"3108E";2007;7;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";350;27;NA;70;10;NA;275;125;200
"3108E";2007;8;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";320;3;27;60;31;NA;273;120;196
"3108E";2007;9;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";320;6;NA;0;28;NA;241;97;169
"3108E";2007;10;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";230;7;8;-10;26;99;186;50;118
"3108E";2007;11;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";230;5;99;-40;16;NA;152;8;80
"3108E";2007;12;"GARGANTILLA LOZOYA (CAMPING)";1085;438811;4533232;"MADRID";160;5;99;-80;16;NA;100;-8;46
